,damage_inflictor,damage_inflictor_received,game_mode,gold_t,hero_id,item_0,item_1,item_2,item_3,item_4,item_5,item_neutral,lane_pos,purchase_log
0,"{'queenofpain_shadow_strike': 7566, 'null': 25016, 'queenofpain_scream_of_pain': 13005, 'queenofpain_sonic_wave': 9007, 'queenofpain_blink': 1903, 'pudge_dismember': 69, 'shivas_guard': 1446}","{'pudge_meat_hook': 1502, 'pudge_rot': 5770, 'null': 9017, 'pudge_dismember': 107, 'earthshaker_fissure': 1819, 'earthshaker_aftershock': 817, 'sniper_shrapnel': 3527, 'chipped_vest': 259, 'undying_soul_rip': 520, 'earthshaker_echo_slam': 1124, 'doom_bringer_scorched_earth': 1325, 'legion_commander_overwhelming_odds': 781, 'sniper_assassinate': 240, 'doom_bringer_infernal_blade': 1656, 'doom_bringer_doom': 90, 'centaur_khan_war_stomp': 18, 'blade_mail': 1250}",22.0,"[0, 257, 504, 798, 1222, 1371, 1836, 2100, 2637, 3450, 3707, 4354, 5070, 5284, 6060, 6279, 6841, 7534, 8297, 9309, 9775, 10474, 10937, 11445, 12181, 12778, 13629, 13869, 14299, 15682, 16463, 17432, 18641, 21326, 23280, 25383, 26884, 28283, 30912]",39.0,123.0,119.0,250.0,36.0,273.0,63.0,376.0,"{'70': {'74': 1}, '72': {'76': 1}, '74': {'74': 6, '76': 4, '78': 11, '80': 1}, '76': {'76': 1, '78': 1, '80': 1, '82': 1}, '78': {'84': 1, '86': 1}, '80': {'88': 1}, '82': {'84': 1, '90': 1}, '84': {'84': 1, '90': 1}, '86': {'86': 1, '92': 1, '94': 1}, '88': {'88': 1, '96': 1}, '90': {'90': 1, '98': 2}, '92': {'92': 1, '100': 1}, '94': {'94': 1, '96': 1, '102': 1}, '96': {'98': 1, '104': 1}, '98': {'100': 1, '104': 1}, '100': {'102': 1, '106': 1, '124': 2, '128': 1}, '102': {'104': 1, '108': 1, '124': 1, '126': 1}, '104': {'106': 1, '108': 1, '126': 1}, '106': {'108': 1, '110': 1, '112': 1, '116': 2, '120': 1, '122': 1, '124': 3}, '108': {'110': 2, '112': 2, '114': 1, '124': 4, '126': 7}, '110': {'112': 1, '114': 3, '124': 1, '126': 2, '128': 1}, '112': {'114': 5, '116': 3, '118': 1, '122': 3, '124': 21, '126': 1, '128': 3, '130': 2}, '114': {'114': 2, '116': 4, '118': 24, '120': 4, '122': 1, '124': 4, '126': 4, '128': 4, '130': 2, '132': 2, '134': 2, '136': 3, '138': 1, '140': 1}, '116': {'118': 17, '120': 19, '122': 3, '124': 5, '132': 2, '134': 2, '136': 2, '138': 1, '140': 1, '142': 1, '144': 1}, '118': {'116': 1, '118': 10, '120': 42, '122': 23, '130': 5, '132': 3, '136': 1, '160': 1, '162': 1, '164': 3}, '120': {'116': 1, '118': 3, '120': 36, '122': 56, '124': 7, '128': 6, '136': 4, '152': 1, '158': 1}, '122': {'116': 1, '118': 3, '120': 5, '122': 17, '124': 26, '126': 7, '128': 2, '136': 1, '148': 26, '154': 2, '156': 1}, '124': {'116': 2, '122': 2, '124': 3, '126': 23, '128': 2, '136': 3, '152': 2}, '126': {'124': 1, '126': 21, '128': 8, '130': 2, '150': 2}, '128': {'126': 8, '128': 1, '130': 2, '132': 6, '134': 6, '138': 1, '150': 1}, '130': {'128': 5, '138': 1, '152': 1}, '132': {'124': 1, '126': 3, '128': 1, '130': 1, '132': 1, '140': 1, '150': 1}, '134': {'124': 25, '134': 1, '142': 1, '148': 1, '150': 2}, '136': {'150': 3}}","[{'time': -89, 'key': 'ward_observer'}, {'time': -89, 'key': 'branches'}, {'time': -89, 'key': 'tango'}, {'time': -89, 'key': 'branches'}, {'time': -89, 'key': 'branches'}, {'time': -89, 'key': 'faerie_fire'}, {'time': 98, 'key': 'bottle'}, {'time': 199, 'key': 'magic_stick'}, {'time': 232, 'key': 'magic_wand'}, {'time': 280, 'key': 'circlet'}, {'time': 281, 'key': 'mantle'}, {'time': 281, 'key': 'null_talisman'}, {'time': 294, 'key': 'ward_sentry'}, {'time': 404, 'key': 'boots'}, {'time': 503, 'key': 'gloves'}, {'time': 503, 'key': 'robe'}, {'time': 525, 'key': 'power_treads'}, {'time': 579, 'key': 'tpscroll'}, {'time': 824, 'key': 'ring_of_health'}, {'time': 825, 'key': 'pers'}, {'time': 825, 'key': 'void_stone'}, {'time': 973, 'key': 'ultimate_orb'}, {'time': 1042, 'key': 'tpscroll'}, {'time': 1043, 'key': 'clarity'}, {'time': 1043, 'key': 'tpscroll'}, {'time': 1085, 'key': 'sphere'}, {'time': 1249, 'key': 'staff_of_wizardry'}, {'time': 1249, 'key': 'robe'}, {'time': 1249, 'key': 'kaya'}, {'time': 1443, 'key': 'ogre_axe'}, {'time': 1443, 'key': 'belt_of_strength'}, {'time': 1443, 'key': 'sange'}, {'time': 1468, 'key': 'kaya_and_sange'}, {'time': 1564, 'key': 'aghanims_shard'}, {'time': 1983, 'key': 'platemail'}, {'time': 1983, 'key': 'shivas_guard'}, {'time': 1983, 'key': 'mystic_staff'}, {'time': 2154, 'key': 'blitz_knuckles'}, {'time': 2155, 'key': 'claymore'}, {'time': 2156, 'key': 'cloak'}, {'time': 2156, 'key': 'quarterstaff'}, {'time': 2156, 'key': 'sobi_mask'}, {'time': 2156, 'key': 'oblivion_staff'}, {'time': 2156, 'key': 'robe'}, {'time': 2157, 'key': 'mage_slayer'}, {'time': 2175, 'key': 'orchid'}, {'time': 2175, 'key': 'bloodthorn'}, {'time': 2175, 'key': 'void_stone'}]"
1,"{'null': 11769, 'morphling_waveform': 5406, 'void_spirit_aether_remnant': 137, 'morphling_adaptive_strike_agi': 4920, 'void_spirit_resonant_pulse': 165, 'winter_wyvern_arctic_burn': 610, 'pudge_meat_hook': 360}","{'null': 8105, 'shadow_shaman_ether_shock': 420, 'pudge_rot': 3675, 'pudge_dismember': 1274, 'chipped_vest': 148, 'shadow_shaman_shackles': 66, 'winter_wyvern_splinter_blast': 684, 'void_spirit_resonant_pulse': 1024, 'ethereal_blade': 611, 'void_spirit_aether_remnant': 1111, 'drow_ranger_multishot': 1151, 'void_spirit_astral_step': 1186, 'winter_wyvern_arctic_burn': 331, 'drow_ranger_frost_arrows': 180, 'pudge_meat_hook': 360, 'spirit_vessel': 355}",22.0,"[0, 212, 464, 637, 974, 1115, 1372, 1691, 2131, 2590, 3020, 3536, 4166, 4809, 5624, 6213, 6909, 7815, 8615, 9207, 10179, 11145, 12156, 12885, 14098, 14811, 15694, 16676, 17413, 17525, 17896, 18338, 18450, 18563, 18675, 21227, 22115, 22692, 23580, 23951, 24063]",10.0,63.0,116.0,160.0,108.0,26.0,147.0,309.0,"{'74': {'74': 3}, '76': {'76': 1, '78': 10}, '78': {'78': 14}, '80': {'78': 1, '80': 1}, '82': {'78': 2, '80': 1}, '84': {'78': 1, '82': 1, '84': 1}, '86': {'78': 2, '86': 1}, '88': {'78': 2, '86': 1}, '90': {'78': 2, '88': 1}, '92': {'78': 2, '90': 1, '92': 1}, '94': {'78': 2, '94': 1, '96': 1}, '96': {'78': 2, '96': 1}, '98': {'78': 2, '96': 1}, '100': {'78': 1}, '102': {'96': 1}, '104': {'78': 2, '96': 1, '98': 3}, '106': {'78': 2, '96': 1, '98': 9}, '108': {'78': 2, '98': 20}, '110': {'78': 2, '96': 6, '98': 2}, '112': {'78': 2, '96': 5, '98': 20}, '114': {'78': 2, '96': 11, '98': 3, '100': 1}, '116': {'78': 1, '84': 1, '96': 5, '98': 2}, '118': {'78': 2, '82': 1, '86': 1, '88': 1, '90': 1, '96': 4, '98': 1}, '120': {'76': 2, '78': 1, '80': 2, '92': 1, '94': 2, '96': 10}, '122': {'76': 1, '78': 1, '92': 1, '94': 5, '96': 8}, '124': {'76': 3, '90': 1, '94': 6, '96': 5}, '126': {'76': 4, '78': 3, '90': 1, '94': 6, '96': 9}, '128': {'74': 3, '76': 15, '78': 6, '80': 1, '82': 1, '88': 1, '94': 16, '96': 7}, '130': {'76': 5, '78': 5, '80': 1, '82': 1, '84': 4, '86': 4, '88': 1, '90': 3, '92': 3, '94': 1}, '132': {'76': 2, '78': 5, '80': 5, '82': 1, '84': 2, '86': 2, '88': 2}, '134': {'76': 14, '78': 3, '80': 2, '82': 2}, '136': {'76': 12, '78': 6, '80': 2}, '138': {'76': 3, '78': 1, '80': 1}, '140': {'76': 4, '78': 3, '80': 1}, '142': {'78': 3, '80': 1}, '144': {'78': 3, '80': 1}, '146': {'78': 3}, '148': {'78': 2, '80': 1}, '150': {'78': 1, '80': 1}, '152': {'78': 1, '80': 1}, '154': {'80': 2}, '156': {'80': 2}, '158': {'80': 2}, '160': {'80': 12}, '162': {'76': 3, '78': 2, '80': 11, '82': 17}, '164': {'78': 2, '80': 16, '82': 15}, '166': {'78': 7, '80': 9, '82': 4, '84': 1}, '168': {'78': 4, '80': 12, '82': 9, '84': 2, '92': 1, '94': 4, '96': 4, '98': 1}, '170': {'80': 6, '82': 22, '84': 10, '86': 1, '90': 1, '92': 2, '94': 2, '96': 1}, '172': {'82': 18, '84': 13, '86': 10, '88': 6, '92': 1, '94': 2}, '174': {'82': 2, '84': 11, '86': 4, '88': 4, '90': 2, '92': 1}, '176': {'84': 1, '86': 3, '88': 7, '90': 2}}","[{'time': -84, 'key': 'magic_stick'}, {'time': -84, 'key': 'branches'}, {'time': -84, 'key': 'branches'}, {'time': -84, 'key': 'magic_wand'}, {'time': -84, 'key': 'branches'}, {'time': -84, 'key': 'branches'}, {'time': -83, 'key': 'branches'}, {'time': 31, 'key': 'tango'}, {'time': 266, 'key': 'lifesteal'}, {'time': 376, 'key': 'gloves'}, {'time': 462, 'key': 'boots_of_elves'}, {'time': 530, 'key': 'boots'}, {'time': 552, 'key': 'power_treads'}, {'time': 584, 'key': 'boots_of_elves'}, {'time': 697, 'key': 'blade_of_alacrity'}, {'time': 789, 'key': 'yasha'}, {'time': 975, 'key': 'ultimate_orb'}, {'time': 1000, 'key': 'manta'}, {'time': 1088, 'key': 'tpscroll'}, {'time': 1088, 'key': 'clarity'}, {'time': 1134, 'key': 'ultimate_orb'}, {'time': 1316, 'key': 'ultimate_orb'}, {'time': 1348, 'key': 'point_booster'}, {'time': 1363, 'key': 'clarity'}, {'time': 1383, 'key': 'skadi'}, {'time': 1443, 'key': 'mithril_hammer'}, {'time': 1534, 'key': 'ogre_axe'}, {'time': 1621, 'key': 'black_king_bar'}, {'time': 2094, 'key': 'staff_of_wizardry'}, {'time': 2094, 'key': 'ogre_axe'}, {'time': 2094, 'key': 'blade_of_alacrity'}, {'time': 2145, 'key': 'ultimate_scepter'}, {'time': 2145, 'key': 'point_booster'}]"
2,"{'null': 1014, 'lion_impale': 3143, 'lion_finger_of_death': 2581}","{'crystal_maiden_frostbite': 324, 'null': 4085, 'gyrocopter_rocket_barrage': 1227, 'gyrocopter_homing_missile': 1485, 'gyrocopter_flak_cannon': 1121, 'chipped_vest': 68, 'crystal_maiden_crystal_nova': 351, 'bristleback_quill_spray': 2361, 'skywrath_mage_concussive_shot': 1575, 'silencer_curse_of_the_silent': 1262, 'silencer_last_word': 492, 'silencer_glaives_of_wisdom': 273, 'skywrath_mage_arcane_bolt': 2316, 'crystal_maiden_freezing_field': 468, 'skywrath_mage_mystic_flare': 2267, 'dust': 36, 'gyrocopter_call_down': 309, 'maelstrom': 210}",22.0,"[0, 180, 280, 380, 593, 773, 900, 1177, 1352, 1496, 1647, 1843, 2135, 2507, 2772, 3237, 3343, 3665, 3771, 4224, 4407, 4513, 4670, 4862, 5518, 6194, 6386, 6578, 7125, 7545, 7843, 8034, 8451, 8874, 9139, 9330]",26.0,108.0,0.0,36.0,1.0,0.0,214.0,290.0,"{'72': {'78': 3}, '74': {'74': 1, '76': 7, '80': 1, '82': 1}, '76': {'76': 1, '78': 1, '80': 1, '84': 2, '86': 2, '88': 1, '90': 1, '92': 1, '94': 1, '98': 1, '100': 1, '102': 1, '106': 1, '112': 1, '114': 1, '118': 1, '120': 1, '122': 1, '126': 1, '128': 1}, '78': {'90': 1, '92': 1, '94': 1, '98': 1, '100': 1, '102': 1, '104': 1, '108': 1, '110': 1, '130': 1, '134': 1, '136': 1, '140': 1, '144': 19, '150': 6, '152': 2, '154': 1, '156': 2}, '80': {'106': 1, '142': 1, '144': 1, '146': 1, '148': 10, '150': 9, '152': 12, '154': 5, '156': 9, '158': 1, '160': 1, '162': 1}, '82': {'108': 1, '146': 9, '148': 9, '150': 17, '152': 13, '154': 15, '156': 1, '158': 1, '160': 1}, '84': {'110': 1, '112': 1, '144': 11, '146': 1, '150': 4, '152': 10, '154': 5, '156': 7, '158': 1, '162': 3, '164': 5}, '86': {'114': 1, '116': 1, '148': 1, '150': 3, '152': 12, '154': 8, '156': 9, '158': 8, '160': 4, '162': 8, '164': 16, '166': 14}, '88': {'116': 1, '120': 1, '146': 1, '150': 4, '152': 12, '154': 22, '156': 11, '158': 19, '160': 6, '162': 2, '164': 12}, '90': {'120': 1, '130': 1, '132': 1, '134': 1, '136': 1, '140': 1, '142': 1, '144': 1, '148': 1, '150': 3, '154': 1, '156': 9, '158': 19, '162': 1, '164': 3}, '92': {'124': 1, '126': 1, '128': 1, '148': 2, '150': 3, '152': 6, '156': 3, '158': 26, '162': 2, '164': 3, '170': 10}, '94': {'148': 1, '150': 3, '156': 2, '158': 13, '160': 5, '162': 1, '164': 3, '166': 2}, '96': {'150': 2, '156': 3, '158': 1, '160': 9, '162': 3, '166': 2, '168': 1}, '98': {'150': 1, '152': 1, '156': 1, '158': 2, '160': 7, '162': 6, '164': 4, '166': 2, '168': 2}, '100': {'156': 3, '160': 1, '164': 5, '168': 1, '170': 1}, '102': {'150': 1, '158': 1, '160': 1, '162': 2}, '104': {'150': 1, '158': 2, '162': 1}, '106': {'150': 1, '158': 2, '160': 1}, '108': {'156': 1, '158': 2}, '110': {'148': 1, '154': 21, '156': 2}, '112': {'148': 1, '156': 4}, '114': {'148': 1, '156': 3}, '116': {'154': 1, '156': 1}, '118': {'148': 1, '150': 1, '152': 1, '154': 4}, '120': {'152': 1, '154': 9}, '156': {'84': 3}, '158': {'82': 1}, '160': {'80': 1}, '162': {'76': 1, '78': 1}, '164': {'74': 1}, '166': {'74': 1}}","[{'time': -89, 'key': 'tango'}, {'time': -89, 'key': 'branches'}, {'time': -89, 'key': 'wind_lace'}, {'time': 197, 'key': 'boots'}, {'time': 240, 'key': 'ring_of_regen'}, {'time': 258, 'key': 'ward_observer'}, {'time': 258, 'key': 'ward_sentry'}, {'time': 276, 'key': 'tranquil_boots'}, {'time': 332, 'key': 'magic_stick'}, {'time': 513, 'key': 'branches'}, {'time': 545, 'key': 'magic_wand'}, {'time': 585, 'key': 'ward_observer'}, {'time': 585, 'key': 'ward_sentry'}, {'time': 585, 'key': 'ward_sentry'}, {'time': 601, 'key': 'tome_of_knowledge'}, {'time': 1001, 'key': 'blink'}, {'time': 1010, 'key': 'ward_observer'}, {'time': 1029, 'key': 'ward_observer'}, {'time': 1029, 'key': 'ward_sentry'}, {'time': 1171, 'key': 'ward_observer'}, {'time': 1171, 'key': 'ward_sentry'}, {'time': 1171, 'key': 'ward_sentry'}, {'time': 1201, 'key': 'tome_of_knowledge'}, {'time': 1415, 'key': 'ward_observer'}, {'time': 1415, 'key': 'ward_sentry'}, {'time': 1415, 'key': 'ward_sentry'}, {'time': 1419, 'key': 'ward_sentry'}, {'time': 1420, 'key': 'ward_observer'}, {'time': 1521, 'key': 'point_booster'}, {'time': 1593, 'key': 'ogre_axe'}, {'time': 1607, 'key': 'ward_sentry'}, {'time': 1607, 'key': 'ward_observer'}, {'time': 1656, 'key': 'ward_sentry'}, {'time': 1656, 'key': 'ward_sentry'}, {'time': 1720, 'key': 'ward_observer'}, {'time': 1721, 'key': 'ward_sentry'}, {'time': 1721, 'key': 'ward_sentry'}, {'time': 1761, 'key': 'staff_of_wizardry'}, {'time': 1991, 'key': 'blade_of_alacrity'}, {'time': 1992, 'key': 'ward_observer'}, {'time': 2002, 'key': 'ultimate_scepter'}]"
3,"{'null': 8204, 'dragon_knight_dragon_tail': 1707, 'dragon_knight_breathe_fire': 4670, 'dragon_knight_elder_dragon_form': 1119, 'dragon_knight_fireball': 2550}","{'null': 2410, 'oracle_fortunes_end': 600, 'oracle_purifying_flames': 1079, 'juggernaut_blade_fury': 462, 'doom_bringer_scorched_earth': 1050, 'gyrocopter_homing_missile': 1532, 'gyrocopter_rocket_barrage': 1778, 'gyrocopter_call_down': 658, 'doom_bringer_infernal_blade': 1045, 'necrolyte_heartstopper_aura': 2136, 'necrolyte_death_pulse': 888, 'necrolyte_reapers_scythe': 1707, 'juggernaut_omni_slash': 751, 'warpine_raider_seed_shot': 150, 'centaur_khan_war_stomp': 18, 'dragon_scale': 39}",22.0,"[0, 180, 543, 718, 1217, 1588, 1916, 2292, 2924, 3394, 3927, 4640, 5283, 5899, 6204, 6493, 6863, 7706, 8498, 9459, 10084, 10190, 10485, 11411, 12059, 12381, 13273, 14423]",49.0,73.0,1.0,108.0,151.0,178.0,63.0,828.0,"{'74': {'74': 2, '78': 3, '80': 1, '82': 1}, '76': {'76': 1, '84': 1, '88': 1, '90': 1, '98': 1, '100': 1, '140': 1, '142': 2, '144': 1, '146': 4, '148': 1, '150': 2, '152': 3}, '78': {'94': 1, '96': 1, '102': 1, '106': 1, '144': 1, '146': 8, '148': 21, '150': 24, '152': 18, '154': 13, '156': 7, '158': 25, '160': 33, '162': 16, '164': 5}, '80': {'106': 1, '146': 1, '148': 15, '150': 17, '152': 6, '154': 9, '156': 5, '158': 5, '160': 19, '162': 22, '164': 48, '166': 38, '168': 12, '170': 4}, '82': {'108': 1, '146': 2, '148': 1, '150': 3, '156': 1, '162': 1, '164': 14, '166': 32, '168': 35, '170': 9, '172': 1}, '84': {'112': 1, '114': 1, '146': 1, '156': 1, '164': 8, '166': 3, '168': 13, '170': 8}, '86': {'116': 1, '158': 1, '162': 2, '164': 4, '166': 1, '168': 1, '170': 15, '172': 3}, '88': {'118': 1, '146': 1, '156': 3, '158': 2, '170': 15, '172': 5}, '90': {'120': 1, '124': 1, '134': 1, '138': 1, '144': 1, '156': 2, '158': 2, '172': 1}, '92': {'124': 1, '128': 1, '130': 1, '132': 1, '140': 1, '144': 1, '156': 1, '158': 1}, '94': {'142': 1, '144': 2, '150': 4, '156': 2, '158': 4, '160': 3}, '96': {'144': 1, '146': 1, '148': 1, '150': 14, '152': 2}, '98': {'142': 1, '150': 2, '152': 2}, '100': {'140': 1, '150': 2}, '102': {'140': 1, '150': 1}, '104': {'138': 1, '150': 1}, '106': {'150': 1}, '108': {'138': 1, '148': 1}, '110': {'138': 1, '148': 1}, '112': {'136': 1, '138': 1, '140': 1, '142': 1, '144': 10, '146': 3, '148': 1}, '114': {'136': 5, '144': 1, '146': 1}}","[{'time': -86, 'key': 'magic_stick'}, {'time': -85, 'key': 'tango'}, {'time': -85, 'key': 'gauntlets'}, {'time': -84, 'key': 'gauntlets'}, {'time': 60, 'key': 'circlet'}, {'time': 121, 'key': 'quelling_blade'}, {'time': 161, 'key': 'bracer'}, {'time': 273, 'key': 'helm_of_iron_will'}, {'time': 368, 'key': 'ring_of_protection'}, {'time': 368, 'key': 'gauntlets'}, {'time': 413, 'key': 'soul_ring'}, {'time': 502, 'key': 'boots'}, {'time': 504, 'key': 'gloves'}, {'time': 505, 'key': 'enchanted_mango'}, {'time': 599, 'key': 'blades_of_attack'}, {'time': 638, 'key': 'armlet'}, {'time': 939, 'key': 'aghanims_shard'}, {'time': 1040, 'key': 'tpscroll'}, {'time': 1042, 'key': 'blink'}, {'time': 1142, 'key': 'gloves'}, {'time': 1142, 'key': 'belt_of_strength'}, {'time': 1143, 'key': 'tpscroll'}, {'time': 1163, 'key': 'power_treads'}, {'time': 1310, 'key': 'smoke_of_deceit'}, {'time': 1310, 'key': 'smoke_of_deceit'}, {'time': 1448, 'key': 'point_booster'}, {'time': 1510, 'key': 'ogre_axe'}, {'time': 1553, 'key': 'staff_of_wizardry'}, {'time': 1627, 'key': 'ultimate_scepter'}, {'time': 1627, 'key': 'blade_of_alacrity'}]"
4,"{'null': 26806, 'troll_warlord_whirling_axes_ranged': 335, 'troll_warlord_whirling_axes_melee': 4110, 'dragon_scale': 356, 'bfury': 2726}","{'null': 20833, 'drow_ranger_multishot': 3748, 'orb_of_venom': 15, 'chipped_vest': 613, 'bristleback_quill_spray': 4077, 'shadow_shaman_shackles': 840, 'spectre_dispersion': 1128, 'lina_dragon_slave': 1392, 'lina_light_strike_array': 1399, 'kunkka_ghostship': 550, 'shadow_shaman_ether_shock': 960, 'spectre_desolate': 1560, 'spectre_spectral_dagger': 1305, 'lina_laguna_blade': 1725, 'blade_mail': 6956, 'drow_ranger_frost_arrows': 315, 'black_powder_bag': 374}",22.0,"[0, 257, 507, 722, 909, 1213, 1521, 1703, 2351, 2748, 3006, 3218, 3524, 4011, 4455, 4958, 5657, 5763, 6319, 6719, 7520, 8801, 9255, 9589, 9885, 10503, 11155, 12269, 12981, 14371, 15515, 16554, 17620, 17732, 17934, 19315, 19427, 20264, 20376, 21627, 23317, 24148]",95.0,172.0,244.0,170.0,145.0,247.0,220.0,573.0,"{'74': {'74': 3}, '76': {'76': 1}, '78': {'78': 1}, '80': {'78': 1, '80': 1}, '82': {'82': 1}, '84': {'84': 1, '86': 1, '88': 1}, '86': {'90': 1}, '88': {'90': 1, '92': 1}, '90': {'94': 1, '96': 1}, '92': {'98': 1}, '94': {'100': 1}, '96': {'100': 1}, '98': {'102': 1, '104': 1}, '100': {'106': 1}, '102': {'108': 1, '110': 1}, '104': {'112': 1, '114': 1}, '106': {'110': 3, '116': 1, '118': 1, '120': 1, '122': 1, '124': 1}, '108': {'110': 1, '112': 1, '124': 32, '126': 1}, '110': {'110': 1, '112': 7, '114': 2, '124': 4, '128': 2}, '112': {'112': 1, '114': 8, '116': 18, '122': 1, '124': 3, '128': 1, '130': 2}, '114': {'110': 1, '114': 13, '116': 11, '118': 28, '120': 1, '124': 4, '126': 3, '128': 3, '130': 2, '132': 5, '134': 3, '136': 1, '140': 1, '142': 1}, '116': {'110': 1, '114': 7, '116': 3, '118': 30, '120': 16, '122': 8, '124': 3, '134': 3, '136': 1, '138': 1, '144': 1, '146': 1}, '118': {'110': 1, '114': 3, '116': 4, '118': 25, '120': 54, '122': 14, '124': 2, '132': 1, '134': 4, '140': 1, '144': 1, '146': 1, '148': 2, '150': 1}, '120': {'110': 1, '112': 2, '118': 10, '120': 37, '122': 29, '124': 16, '126': 1, '128': 1, '130': 1, '136': 3, '150': 1, '152': 2}, '122': {'110': 1, '112': 3, '114': 1, '116': 1, '120': 2, '122': 31, '124': 35, '126': 3, '138': 2, '140': 1}, '124': {'108': 1, '110': 2, '112': 1, '114': 1, '122': 6, '124': 26, '126': 8}, '126': {'108': 3, '114': 1, '124': 1, '126': 8, '128': 2}, '128': {'106': 2, '108': 1, '114': 1, '130': 3}, '130': {'106': 2, '130': 5}, '132': {'104': 3, '106': 1, '114': 1}, '134': {'102': 2, '104': 1, '114': 1}, '136': {'102': 3, '114': 1, '118': 6}, '138': {'100': 2, '114': 1, '116': 2, '118': 1}, '140': {'98': 2, '100': 1, '110': 1, '114': 2, '116': 1}, '142': {'98': 1, '100': 1, '102': 1, '104': 1, '106': 1, '108': 1, '114': 2}, '144': {'114': 1}, '146': {'114': 2, '116': 2, '118': 2}}","[{'time': -89, 'key': 'ward_observer', 'charges': 2}, {'time': -89, 'key': 'slippers'}, {'time': -89, 'key': 'quelling_blade'}, {'time': -89, 'key': 'tango'}, {'time': -89, 'key': 'circlet'}, {'time': 197, 'key': 'ring_of_health'}, {'time': 371, 'key': 'void_stone'}, {'time': 389, 'key': 'pers'}, {'time': 408, 'key': 'ward_observer'}, {'time': 408, 'key': 'ward_observer'}, {'time': 409, 'key': 'ward_sentry'}, {'time': 506, 'key': 'lifesteal'}, {'time': 593, 'key': 'wraith_band'}, {'time': 627, 'key': 'wind_lace'}, {'time': 703, 'key': 'boots'}, {'time': 914, 'key': 'claymore'}, {'time': 1086, 'key': 'broadsword'}, {'time': 1092, 'key': 'ward_sentry'}, {'time': 1092, 'key': 'ward_sentry'}, {'time': 1092, 'key': 'ward_observer'}, {'time': 1113, 'key': 'bfury'}, {'time': 1273, 'key': 'blade_of_alacrity'}, {'time': 1274, 'key': 'boots_of_elves'}, {'time': 1274, 'key': 'yasha'}, {'time': 1377, 'key': 'mask_of_madness'}, {'time': 1377, 'key': 'quarterstaff'}, {'time': 1551, 'key': 'hyperstone'}, {'time': 1663, 'key': 'moon_shard'}, {'time': 1663, 'key': 'hyperstone'}, {'time': 2385, 'key': 'mithril_hammer'}, {'time': 2386, 'key': 'ogre_axe'}]"
